chromosome	start	end	gene	minCopyNumber	maxCopyNumber	unused	somaticRegions	germlineHomDeletionRegions	germlineHetToHomDeletionRegions	transcriptId	transcriptVersion	chromosomeBand	minRegions	minRegionStart	minRegionEnd	minRegionStartSupport	minRegionEndSupport	minRegionMethod	minMinorAllelePloidy
chr12	30781922	30848920	IPO8	1.9905	1.9905	0	1	0	0	ENST00000256079	4	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	30862487	30907448	CAPRIN2	1.9905	1.9905	0	1	0	0	ENST00000298892	5	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	30908008	30933673	RP11-77I22.2	1.9905	1.9905	0	1	0	0	ENST00000500076	2	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	30948865	30955645	LINC00941	1.9905	1.9905	0	1	0	0	ENST00000547804	1	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31079892	31149534	TSPAN11	1.9905	1.9905	0	1	0	0	ENST00000261177	9	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31173697	31226781	DDX11-AS1	1.9905	1.9905	0	1	0	0	ENST00000500527	1	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31226779	31257725	DDX11	1.9905	1.9905	0	1	0	0	ENST00000407793	2	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31264587	31359088	RP11-551L14.1	1.9905	1.9905	0	1	0	0	ENST00000518559	2	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31433518	31479306	FAM60A	1.9905	1.9905	0	1	0	0	ENST00000337682	4	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31477250	31478879	AC024940.1	1.9905	1.9905	0	1	0	0	ENST00000313737	4	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31516415	31522235	RP11-771K4.1	1.9905	1.9905	0	1	0	0	ENST00000541749	1	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31535157	31744031	DENND5B	1.9905	1.9905	0	1	0	0	ENST00000389082	5	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31744246	31768600	DENND5B-AS1	1.9905	1.9905	0	1	0	0	ENST00000537346	1	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31812622	31826048	METTL20	1.9905	1.9905	0	1	0	0	ENST00000357721	3	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31824071	31882108	AMN1	1.9905	1.9905	0	1	0	0	ENST00000281471	6	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	31944123	31945175	H3F3C	1.9905	1.9905	0	1	0	0	ENST00000340398	3	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	32112353	32146039	KIAA1551	1.9905	1.9905	0	1	0	0	ENST00000312561	4	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	32260163	32530811	BICD1	1.9905	1.9905	0	1	0	0	ENST00000281474	5	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	32655094	32798984	FGD4	1.9905	1.9905	0	1	0	0	ENST00000427716	2	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	32832224	32896546	DNM1L	1.9905	1.9905	0	1	0	0	ENST00000549701	1	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	32899478	32908836	YARS2	1.9905	1.9905	0	1	0	0	ENST00000324868	8	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	32943788	33049690	PKP2	1.9905	1.9905	0	1	0	0	ENST00000070846	6	p11.21	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	33527173	33592754	SYT10	1.9905	1.9905	0	1	0	0	ENST00000228567	3	p11.1	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	34175216	34180502	ALG10	1.9905	1.9905	0	1	0	0	ENST00000266483	2	p11.1	1	24268001	36356693	NONE	CENTROMERE	BAF_WEIGHTED	0.9730
chr12	38710380	38716388	ALG10B	2.0079	2.0079	0	1	0	0	ENST00000308742	4	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	39045987	39299433	CPNE8	2.0079	2.0079	0	1	0	0	ENST00000331366	5	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	39688223	39836788	KIF21A	2.0079	2.0079	0	1	0	0	ENST00000361418	5	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	39943835	40013553	ABCD2	2.0079	2.0079	0	1	0	0	ENST00000308666	3	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	40019985	40115716	C12orf40	2.0079	2.0079	0	1	0	0	ENST00000324616	5	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	40148823	40499661	SLC2A13	2.0079	2.0079	0	1	0	0	ENST00000280871	4	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	40618876	40763083	LRRK2	2.0079	2.0079	0	1	0	0	ENST00000298910	7	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	40787197	40964562	MUC19	2.0079	2.0079	0	1	0	0	ENST00000454784	4	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	41086354	41466220	CNTN1	2.0079	2.0079	0	1	0	0	ENST00000551295	2	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	41582250	41967920	PDZRN4	2.0079	2.0079	0	1	0	0	ENST00000402685	2	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	42158025	42159360	RP11-630C16.1	2.0079	2.0079	0	1	0	0	ENST00000548210	1	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	42475647	42538681	GXYLT1	2.0079	2.0079	0	1	0	0	ENST00000398675	3	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	42552836	42632038	YAF2	2.0079	2.0079	0	1	0	0	ENST00000442791	3	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	42624050	42628075	AC020629.1	2.0079	2.0079	0	1	0	0	ENST00000601185	1	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	42719968	42841129	PPHLN1	2.0079	2.0079	0	1	0	0	ENST00000395568	2	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	42705880	42719907	ZCRB1	2.0079	2.0079	0	1	0	0	ENST00000266529	3	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	42852140	42877797	PRICKLE1	2.0079	2.0079	0	1	0	0	ENST00000455697	1	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	43009305	43040300	RP11-609L23.1	2.0079	2.0079	0	1	0	0	ENST00000550337	1	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	43747669	43945724	ADAMTS20	2.0079	2.0079	0	1	0	0	ENST00000389420	3	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	44122410	44152561	PUS7L	2.0079	2.0079	0	1	0	0	ENST00000416848	2	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	44152758	44181899	IRAK4	2.0079	2.0079	0	1	0	0	ENST00000448290	2	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	44189296	44200052	TWF1	2.0079	2.0079	0	1	0	0	ENST00000548315	1	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	44229901	44783541	TMEM117	2.0079	2.0079	0	1	0	0	ENST00000266534	3	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	44902411	45270880	NELL2	2.0079	2.0079	0	1	0	0	ENST00000437801	2	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	45408455	45444882	DBX2	2.0079	2.0079	0	1	0	0	ENST00000332700	6	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	45566847	45609789	PLEKHA8P1	2.0079	2.0079	0	1	0	0	ENST00000256692	5	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	45609868	45825565	ANO6	2.0079	2.0079	0	1	0	0	ENST00000423947	3	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	46119510	46121558	LINC00938	2.0079	2.0079	0	1	0	0	ENST00000609803	1	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	46123448	46301823	ARID2	2.0079	2.0079	0	1	0	0	ENST00000334344	6	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	46315192	46384348	SCAF11	2.0079	2.0079	0	1	0	0	ENST00000369367	3	q12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	46576846	46662795	SLC38A1	2.0079	2.0079	0	1	0	0	ENST00000398637	5	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	46751972	46766650	SLC38A2	2.0079	2.0079	0	1	0	0	ENST00000256689	5	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	46777462	46850051	RP11-96H19.1	2.0079	2.0079	0	1	0	0	ENST00000551503	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	47158546	47219780	SLC38A4	2.0079	2.0079	0	1	0	0	ENST00000447411	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	47469490	47473648	AMIGO2	2.0079	2.0079	0	1	0	0	ENST00000266581	4	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	47473386	47630443	PCED1B	2.0079	2.0079	0	1	0	0	ENST00000546455	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	47581595	47581674	MIR4698	2.0079	2.0079	0	1	0	0	ENST00000577795	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	47602203	47610218	PCED1B-AS1	2.0079	2.0079	0	1	0	0	ENST00000500365	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	47757969	47758052	MIR4494	2.0079	2.0079	0	1	0	0	ENST00000577654	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	47808791	47813962	RP1-90J4.1	2.0079	2.0079	0	1	0	0	ENST00000552320	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48057070	48099844	RPAP3	2.0079	2.0079	0	1	0	0	ENST00000005386	3	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48103528	48119319	ENDOU	2.0079	2.0079	0	1	0	0	ENST00000422538	3	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48130841	48152428	RAPGEF3	2.0079	2.0079	0	1	0	0	ENST00000449771	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48166991	48176536	SLC48A1	2.0079	2.0079	0	1	0	0	ENST00000442218	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48176505	48213568	HDAC7	2.0079	2.0079	0	1	0	0	ENST00000080059	7	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48178706	48179787	AC004466.1	2.0079	2.0079	0	1	0	0	ENST00000599515	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48236411	48298786	VDR	2.0079	2.0079	0	1	0	0	ENST00000550325	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48357403	48362661	TMEM106C	2.0079	2.0079	0	1	0	0	ENST00000429772	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48366748	48398269	COL2A1	2.0079	2.0079	0	1	0	0	ENST00000380518	3	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48413554	48419165	RP1-228P16.5	2.0079	2.0079	0	1	0	0	ENST00000547602	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48436681	48499619	SENP1	2.0079	2.0079	0	1	0	0	ENST00000004980	5	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48499706	48539887	PFKM	2.0079	2.0079	0	1	0	0	ENST00000340802	6	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48541571	48551378	ASB8	2.0079	2.0079	0	1	0	0	ENST00000317697	3	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48577366	48579709	C12orf68	2.0079	2.0079	0	1	0	0	ENST00000316554	3	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48592170	48595814	DKFZP779L1853	2.0079	2.0079	0	1	0	0	ENST00000595310	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48596081	48597170	OR10AD1	2.0079	2.0079	0	1	0	0	ENST00000310248	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48722763	48724062	H1FNT	2.0079	2.0079	0	1	0	0	ENST00000335017	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48733910	48744554	ZNF641	2.0079	2.0079	0	1	0	0	ENST00000544117	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48759919	48761738	AC024257.1	2.0079	2.0079	0	1	0	0	ENST00000598930	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48866448	48866843	ANP32D	2.0079	2.0079	0	1	0	0	ENST00000266594	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48876286	48890295	C12orf54	2.0079	2.0079	0	1	0	0	ENST00000314014	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48919415	48921886	OR8S1	2.0079	2.0079	0	1	0	0	ENST00000310194	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	48961467	48963829	LALBA	2.0079	2.0079	0	1	0	0	ENST00000301046	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49047199	49076008	KANSL2	2.0079	2.0079	0	1	0	0	ENST00000420613	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49048165	49048301	SNORA34	2.0079	2.0079	0	1	0	0	ENST00000408564	2	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49050431	49050565	SNORA2A	2.0079	2.0079	0	1	0	0	ENST00000383885	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49061240	49061376	SNORA2B	2.0079	2.0079	0	1	0	0	ENST00000384583	1	q13.11	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49082247	49110681	CCNT1	2.0079	2.0079	0	1	0	0	ENST00000261900	3	q13.11-q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49121218	49159569	LINC00935	2.0079	2.0079	0	1	0	0	ENST00000548380	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49160112	49177912	ADCY6	2.0079	2.0079	0	1	0	0	ENST00000307885	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49165758	49165820	MIR4701	2.0079	2.0079	0	1	0	0	ENST00000583094	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49183359	49184318	RP11-579D7.4	2.0079	2.0079	0	1	0	0	ENST00000549864	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49212514	49222724	CACNB3	2.0079	2.0079	0	1	0	0	ENST00000301050	2	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49223547	49245946	DDX23	2.0079	2.0079	0	1	0	0	ENST00000308025	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49250928	49259681	RND1	2.0079	2.0079	0	1	0	0	ENST00000309739	5	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49297286	49351148	RP11-302B13.5	2.0079	2.0079	0	1	0	0	ENST00000398092	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49297932	49315358	CCDC65	2.0079	2.0079	0	1	0	0	ENST00000320516	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49315742	49319610	FKBP11	2.0079	2.0079	0	1	0	0	ENST00000550765	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49315767	49333446	AC073610.5	2.0079	2.0079	0	1	0	0	ENST00000537495	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49329506	49351334	ARF3	2.0079	2.0079	0	1	0	0	ENST00000256682	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49359123	49365546	WNT10B	2.0079	2.0079	0	1	0	0	ENST00000301061	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49372398	49375459	WNT1	2.0079	2.0079	0	1	0	0	ENST00000293549	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49388932	49393092	DDN	2.0079	2.0079	0	1	0	0	ENST00000421952	2	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49396061	49412562	PRKAG1	2.0079	2.0079	0	1	0	0	ENST00000316299	5	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49412758	49449107	KMT2D	2.0079	2.0079	0	1	0	0	ENST00000301067	7	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49458468	49463808	RHEBL1	2.0079	2.0079	0	1	0	0	ENST00000301068	6	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49483204	49488602	DHH	2.0079	2.0079	0	1	0	0	ENST00000266991	2	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49490919	49504681	LMBR1L	2.0079	2.0079	0	1	0	0	ENST00000267102	8	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49521565	49525178	TUBA1B	2.0079	2.0079	0	1	0	0	ENST00000336023	5	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49578579	49583107	TUBA1A	2.0079	2.0079	0	1	0	0	ENST00000301071	7	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49658690	49667109	TUBA1C	2.0079	2.0079	0	1	0	0	ENST00000301072	6	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49686414	49718359	RP11-161H23.9	2.0079	2.0079	0	1	0	0	ENST00000553259	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49687485	49692465	PRPH	2.0079	2.0079	0	1	0	0	ENST00000257860	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49717062	49725514	TROAP	2.0079	2.0079	0	1	0	0	ENST00000257909	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49726200	49730971	C1QL4	2.0079	2.0079	0	1	0	0	ENST00000334221	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49740700	49745958	DNAJC22	2.0079	2.0079	0	1	0	0	ENST00000549441	2	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49761248	49921205	SPATS2	2.0079	2.0079	0	1	0	0	ENST00000553127	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49783299	49783945	RP11-161H23.10	2.0079	2.0079	0	1	0	0	ENST00000551907	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49932940	49952091	KCNH3	2.0079	2.0079	0	1	0	0	ENST00000257981	6	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49952426	49960222	MCRS1	2.0079	2.0079	0	1	0	0	ENST00000357123	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50017219	50038448	PRPF40B	2.0079	2.0079	0	1	0	0	ENST00000548825	2	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	49981288	49999422	FAM186B	2.0079	2.0079	0	1	0	0	ENST00000257894	2	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50031724	50101197	FMNL3	2.0079	2.0079	0	1	0	0	ENST00000335154	5	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50135592	50158717	TMBIM6	2.0079	2.0079	0	1	0	0	ENST00000423828	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50184929	50222208	NCKAP5L	2.0079	2.0079	0	1	0	0	ENST00000335999	6	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50222325	50234926	BCDIN3D-AS1	2.0079	2.0079	0	1	0	0	ENST00000548872	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50231573	50236912	BCDIN3D	2.0079	2.0079	0	1	0	0	ENST00000333924	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50260679	50297670	FAIM2	2.0079	2.0079	0	1	0	0	ENST00000320634	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50302676	50305640	RP11-70F11.11	2.0079	2.0079	0	1	0	0	ENST00000550636	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50305736	50320122	RP11-70F11.8	2.0079	2.0079	0	1	0	0	ENST00000546821	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50344529	50352664	AQP2	2.0079	2.0079	0	1	0	0	ENST00000199280	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50352655	50356707	RP11-469H8.6	2.0079	2.0079	0	1	0	0	ENST00000550214	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50355653	50359464	AQP5	2.0079	2.0079	0	1	0	0	ENST00000293599	6	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50366620	50369666	AQP6	2.0079	2.0079	0	1	0	0	ENST00000315520	5	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50382945	50419307	RACGAP1	2.0079	2.0079	0	1	0	0	ENST00000434422	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50451331	50477394	ASIC1	2.0079	2.0079	0	1	0	0	ENST00000228468	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50478755	50494495	SMARCD1	2.0079	2.0079	0	1	0	0	ENST00000394963	4	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50497602	50505102	GPD1	2.0079	2.0079	0	1	0	0	ENST00000301149	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50505762	50514234	COX14	2.0079	2.0079	0	1	0	0	ENST00000550487	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50523608	50561205	CERS5	2.0079	2.0079	0	1	0	0	ENST00000317551	6	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50569571	50677289	LIMA1	2.0079	2.0079	0	1	0	0	ENST00000394943	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50627925	50627995	MIR1293	2.0079	2.0079	0	1	0	0	ENST00000408677	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50690489	50691718	AC140061.12	2.0079	2.0079	0	1	0	0	ENST00000598429	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50721095	50790267	FAM186A	2.0079	2.0079	0	1	0	0	ENST00000327337	5	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50794682	50873787	LARP4	2.0079	2.0079	0	1	0	0	ENST00000398473	2	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	50898890	51142450	DIP2B	2.0079	2.0079	0	1	0	0	ENST00000301180	5	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	51158075	51214905	ATF1	2.0079	2.0079	0	1	0	0	ENST00000262053	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	51236716	51281667	TMPRSS12	2.0079	2.0079	0	1	0	0	ENST00000398458	3	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
chr12	51317255	51326293	METTL7A	2.0079	2.0079	0	1	0	0	ENST00000548553	1	q13.12	1	36356694	74036000	CENTROMERE	NONE	BAF_WEIGHTED	0.9800
